,Zn,Cu,Li,Fe,Ni,NH4,SO4,NO3
3288.2298,0,0,0,0,0,0,0,0
3286.30122,0,0,0,0,1,0,0,0
3284.37264,0,0,0,0,0,0,0,0
3282.44406,0,0,0,0,0,0,0,0
3280.51547,0,0,0,0,0,0,0,0
3278.58689,0,0,0,0,0,0,0,0
3276.65831,0,0,0,0,0,0,0,0
3274.72973,0,0,0,0,0,0,0,0
3272.80115,0,0,0,0,0,0,0,0
3270.87257,0,0,0,0,0,0,0,0
3268.94399,0,0,0,0,0,0,0,0
3267.01541,0,0,0,0,0,0,0,0
3265.08683,0,0,0,0,0,0,0,0
3263.15825,0,0,0,0,0,0,0,0
3261.22967,0,0,0,1,0,1,0,0
3259.30109,0,0,0,0,0,0,0,0
3257.37251,0,0,0,0,0,0,0,0
3255.44393,0,0,0,0,0,0,0,0
3253.51535,0,0,0,0,0,0,0,0
3251.58677,0,0,0,0,0,0,0,0
3249.65819,0,0,0,0,0,0,0,0
3247.72961,0,0,0,0,0,0,0,0
3245.80103,0,0,0,0,0,0,0,0
3243.87244,0,0,0,0,0,0,0,0
3241.94386,0,0,0,0,0,0,0,0
3240.01528,0,0,0,0,0,0,0,0
3238.0867,0,0,0,0,0,0,0,0
3236.15812,0,0,0,0,0,0,0,0
3234.22954,0,0,0,0,0,0,0,0
3232.30096,0,0,0,0,0,0,0,0
3230.37238,0,0,0,0,0,0,0,0
3228.4438,0,0,0,0,0,0,1,0
3226.51522,0,0,0,0,0,0,0,0
3224.58664,0,0,0,0,0,0,0,0
3222.65806,0,0,0,0,0,0,0,0
3220.72948,0,0,0,0,0,0,0,0
3218.8009,0,1,0,0,0,0,0,0
3216.87232,0,0,0,0,0,0,0,0
3214.94374,0,0,0,0,0,0,0,0
3213.01516,0,0,0,0,0,0,0,0
3211.08658,0,0,0,0,0,0,0,0
3209.158,0,0,0,0,0,0,0,1
3207.22941,0,0,0,0,0,0,0,0
3205.30083,0,0,0,0,0,0,0,0
3203.37225,0,0,0,0,1,0,0,0
3201.44367,0,0,0,0,0,0,0,0
3199.51509,0,0,0,0,0,0,0,0
3197.58651,0,0,1,0,0,0,0,0
3195.65793,1,0,0,0,0,0,0,0
3193.72935,0,0,0,1,0,1,0,0
3191.80077,0,0,0,0,0,0,0,0
3189.87219,0,0,0,0,0,0,0,0
3187.94361,0,0,0,0,0,0,0,0
3186.01503,0,0,0,0,0,0,0,0
3184.08645,0,0,0,0,0,0,0,0
3182.15787,0,0,0,0,0,0,0,0
3180.22929,0,0,0,0,0,0,0,0
3178.30071,0,0,0,0,0,0,1,0
3176.37213,0,0,0,0,0,0,0,0
3174.44355,0,0,0,0,0,0,0,0
3172.51497,0,0,0,0,0,0,0,0
3170.58638,0,0,0,0,0,0,0,0
3168.6578,0,0,0,0,0,0,0,0
3166.72922,0,0,0,0,0,0,0,0
3164.80064,0,0,0,0,0,0,0,0
3162.87206,0,0,0,0,0,0,0,0
3160.94348,0,0,0,0,1,0,0,0
3159.0149,0,0,0,0,0,0,0,0
3157.08632,0,0,1,0,0,0,0,0
3155.15774,1,0,0,0,0,0,0,0
3153.22916,0,0,0,0,0,0,0,0
3151.30058,0,0,0,0,0,0,0,0
3149.372,0,0,0,0,0,0,0,0
3147.44342,0,0,0,1,0,0,0,0
3145.51484,0,1,0,0,0,1,0,0
3143.58626,0,0,0,0,0,0,0,1
3141.65768,0,0,0,0,0,0,0,0
3139.7291,0,0,0,0,0,0,0,0
3137.80052,0,0,0,0,0,0,0,0
3135.87194,0,0,0,0,0,0,1,0
3133.94335,0,0,0,0,0,0,0,0
3132.01477,0,0,0,0,0,0,0,0
3130.08619,0,0,0,0,0,0,0,0
3128.15761,0,0,0,0,0,0,0,0
3126.22903,0,0,0,0,1,0,0,0
3124.30045,0,0,1,0,0,0,0,0
3122.37187,1,0,0,0,0,0,0,0
3120.44329,0,0,0,0,0,0,0,0
3118.51471,0,0,0,0,0,0,0,0
3116.58613,0,0,0,0,0,0,0,0
3114.65755,0,0,0,1,0,0,0,0
3112.72897,0,1,0,0,0,1,0,0
3110.80039,0,0,0,0,0,0,0,0
3108.87181,0,0,0,0,0,0,0,0
3106.94323,0,0,0,0,0,0,0,0
3105.01465,0,0,0,0,0,0,0,1
3103.08607,0,0,0,0,0,0,1,0
3101.15749,0,0,0,0,0,0,0,0
3099.22891,0,0,0,0,0,0,0,0
3097.30032,0,0,0,0,0,0,0,0
3095.37174,0,0,0,0,1,0,0,0
3093.44316,0,0,1,0,0,0,0,0
3091.51458,1,0,0,0,0,0,0,0
3089.586,0,0,0,0,0,0,0,0
3087.65742,0,0,0,0,0,0,0,0
3085.72884,0,0,0,0,0,0,0,0
3083.80026,0,0,0,0,0,0,0,0
3081.87168,0,0,0,0,0,0,0,0
3079.9431,0,1,0,1,0,1,0,0
3078.01452,0,0,0,0,0,0,0,0
3076.08594,0,0,0,0,0,0,0,0
3074.15736,0,0,0,0,0,0,0,0
3072.22878,0,0,0,0,0,0,0,1
3070.3002,0,0,0,0,0,0,1,0
3068.37162,0,0,0,0,0,0,0,0
3066.44304,0,0,0,0,0,0,0,0
3064.51446,0,0,0,0,0,0,0,0
3062.58588,0,0,0,0,1,0,0,0
3060.65729,0,0,1,0,0,0,0,0
3058.72871,0,0,0,0,0,0,0,0
3056.80013,1,0,0,0,0,0,0,0
3054.87155,0,0,0,0,0,0,0,0
3052.94297,0,0,0,0,0,0,0,0
3051.01439,0,0,0,0,0,0,0,0
3049.08581,0,0,0,0,0,0,0,0
3047.15723,0,0,0,0,0,0,0,0
3045.22865,0,0,0,1,0,1,0,0
3043.30007,0,1,0,0,0,0,0,0
3041.37149,0,0,0,0,0,0,0,0
3039.44291,0,0,0,0,0,0,0,0
3037.51433,0,0,0,0,0,0,0,0
3035.58575,0,0,0,0,0,0,0,1
3033.65717,0,0,0,0,0,0,0,0
3031.72859,0,0,0,0,0,0,0,0
3029.80001,0,0,0,0,0,0,0,0
3027.87143,0,0,0,0,0,0,0,0
3025.94285,0,0,0,0,0,0,0,0
3024.01426,0,0,0,0,0,0,0,0
3022.08568,0,0,0,0,0,0,0,0
3020.1571,0,0,0,0,0,0,0,0
3018.22852,0,0,0,0,0,0,0,0
3016.29994,0,0,0,0,0,0,0,0
3014.37136,0,0,0,0,0,0,0,0
3012.44278,0,0,0,0,0,0,0,0
3010.5142,0,0,0,0,0,0,0,0
3008.58562,0,0,0,0,0,0,0,0
3006.65704,0,0,0,0,0,0,0,0
3004.72846,0,0,0,0,0,0,0,0
3002.79988,0,0,0,0,0,0,0,0
3000.8713,0,0,0,0,0,0,0,0
2998.94272,0,0,0,0,0,1,0,0
2997.01414,0,1,1,0,0,0,0,0
2995.08556,0,0,0,0,0,0,0,0
2993.15698,0,0,0,0,0,0,0,0
2991.2284,0,0,0,0,0,0,0,0
2989.29982,0,0,0,0,0,0,0,0
2987.37123,0,0,0,1,0,0,0,0
2985.44265,0,0,0,0,0,0,0,0
2983.51407,0,0,0,0,0,0,0,0
2981.58549,0,0,0,0,0,0,0,0
2979.65691,0,0,0,0,0,0,0,0
2977.72833,0,0,0,0,0,0,0,0
2975.79975,0,0,0,0,0,0,0,0
2973.87117,0,0,0,0,0,0,0,0
2971.94259,0,0,0,0,0,0,0,0
2970.01401,0,0,0,0,0,0,0,0
2968.08543,0,0,0,0,0,0,0,0
2966.15685,0,0,0,0,0,0,0,0
2964.22827,0,0,0,0,0,0,0,0
2962.29969,0,0,0,0,0,0,0,0
2960.37111,0,0,0,0,0,0,0,0
2958.44253,0,0,0,0,0,0,0,0
2956.51395,0,0,0,0,0,0,0,0
2954.58537,0,0,0,0,0,0,0,0
2952.65679,0,0,0,0,0,0,0,0
2950.7282,0,0,0,0,0,0,0,0
2948.79962,0,0,0,0,0,0,0,0
2946.87104,0,0,0,0,0,0,0,0
2944.94246,0,0,0,0,0,0,0,0
2943.01388,0,0,0,0,0,0,0,0
2941.0853,0,0,0,0,0,0,0,0
2939.15672,0,0,0,0,0,0,0,0
2937.22814,0,0,0,0,0,0,0,0
2935.29956,0,0,0,0,0,0,0,0
2933.37098,0,0,0,0,0,0,0,0
2931.4424,0,0,0,0,0,0,0,0
2929.51382,0,0,0,0,0,0,0,0
2927.58524,0,0,0,0,0,0,0,0
2925.65666,0,0,0,0,0,0,0,0
2923.72808,0,0,0,0,1,0,0,0
2921.7995,0,0,0,0,0,1,0,1
2919.87092,0,1,1,0,0,0,0,0
2917.94234,0,0,0,0,0,0,0,0
2916.01376,0,0,0,0,0,0,0,0
2914.08517,0,0,0,0,0,0,0,0
2912.15659,0,0,0,0,0,0,0,0
2910.22801,0,0,0,0,0,0,0,0
2908.29943,0,0,0,0,0,0,0,0
2906.37085,0,0,0,0,0,0,0,0
2904.44227,0,0,0,0,0,0,0,0
2902.51369,0,0,0,0,0,0,0,0
2900.58511,0,0,0,0,0,0,0,0
2898.65653,0,0,0,0,0,0,0,0
2896.72795,0,0,0,1,0,0,0,0
2894.79937,0,0,0,0,0,0,0,0
2892.87079,0,0,0,0,0,0,0,0
2890.94221,0,0,0,0,0,0,0,0
2889.01363,0,0,0,0,0,0,0,0
2887.08505,0,0,0,0,0,0,0,0
2885.15647,0,0,0,0,0,0,0,0
2883.22789,0,0,0,0,0,0,1,0
2881.29931,0,0,0,0,0,0,0,0
2879.37073,0,0,0,0,0,0,0,0
2877.44214,0,0,0,0,0,0,0,0
2875.51356,0,0,0,0,0,0,0,0
2873.58498,0,0,0,0,0,0,0,0
2871.6564,0,0,0,0,0,0,0,0
2869.72782,1,0,0,0,0,0,0,0
2867.79924,0,0,0,0,0,0,0,0
2865.87066,0,0,0,0,0,0,0,0
2863.94208,0,0,0,0,0,0,0,0
2862.0135,0,0,0,0,0,0,0,0
2860.08492,0,0,0,0,0,0,0,0
2858.15634,0,0,0,0,0,0,0,0
2856.22776,0,0,0,0,0,0,0,0
2854.29918,0,0,0,0,0,0,0,0
2852.3706,0,0,0,0,0,0,0,0
2850.44202,0,0,0,0,0,0,0,0
2848.51344,0,0,0,0,0,0,0,0
2846.58486,0,0,0,0,0,0,0,0
2844.65628,0,0,0,0,0,0,0,0
2842.7277,0,0,0,0,0,0,0,0
2840.79911,0,0,0,0,0,0,0,0
2838.87053,0,0,0,0,0,0,0,0
2836.94195,0,0,0,0,0,0,0,0
2835.01337,0,0,0,0,0,0,0,0
2833.08479,0,0,0,0,0,0,0,0
2831.15621,0,0,0,0,0,0,0,0
2829.22763,0,0,0,0,0,0,0,0
2827.29905,0,0,0,0,0,0,0,0
2825.37047,0,0,0,0,0,0,0,0
2823.44189,0,0,0,0,0,0,0,0
2821.51331,0,0,0,0,0,0,0,0
2819.58473,0,0,0,0,0,0,0,0
2817.65615,0,0,0,0,0,0,0,0
2815.72757,0,0,0,0,0,0,0,0
2813.79899,0,0,0,0,0,0,0,0
2811.87041,0,0,0,0,0,0,0,0
2809.94183,0,0,0,0,0,0,0,0
2808.01325,0,0,0,0,0,0,0,0
2806.08467,0,0,0,0,0,0,0,0
2804.15608,0,0,0,0,0,0,0,0
2802.2275,0,0,0,0,0,0,0,0
2800.29892,0,0,0,0,0,0,0,0
2798.37034,0,0,0,0,0,0,0,0
2796.44176,0,0,0,0,0,0,0,0
2794.51318,0,0,0,0,0,0,0,0
2792.5846,0,0,0,0,0,0,0,0
2790.65602,0,0,0,0,0,0,0,0
2788.72744,0,0,0,0,0,0,0,0
2786.79886,0,0,0,0,0,0,0,0
2784.87028,0,0,0,0,0,0,0,0
2782.9417,0,0,0,0,0,0,0,0
2781.01312,0,0,0,0,0,0,0,0
2779.08454,0,0,0,0,0,0,0,0
2777.15596,0,0,0,0,0,0,0,0
2775.22738,0,0,0,0,0,0,0,0
2773.2988,0,0,0,0,0,0,0,0
2771.37022,0,0,0,0,0,0,0,0
2769.44164,0,0,0,0,0,0,0,0
2767.51305,0,0,0,0,0,0,0,0
2765.58447,0,0,0,0,0,0,0,0
2763.65589,0,0,0,0,0,0,0,0
2761.72731,0,0,0,0,0,0,0,0
2759.79873,0,0,0,0,0,0,0,0
2757.87015,0,0,0,0,0,0,0,0
2755.94157,0,0,0,0,0,0,0,0
2754.01299,0,0,0,0,0,0,0,0
2752.08441,0,0,0,0,0,0,0,0
2750.15583,0,0,0,0,0,0,0,0
2748.22725,0,0,0,0,0,0,0,0
2746.29867,0,0,0,0,0,0,0,0
2744.37009,0,0,0,0,0,0,0,0
2742.44151,0,0,0,0,0,0,0,0
2740.51293,0,0,0,0,0,0,0,0
2738.58435,0,0,0,0,0,0,0,0
2736.65577,0,0,0,0,0,0,0,0
2734.72719,0,0,0,0,0,0,0,0
2732.79861,0,0,0,0,0,0,0,0
2730.87002,0,0,0,0,0,0,0,0
2728.94144,0,0,0,0,0,0,0,0
2727.01286,0,0,0,0,0,0,0,0
2725.08428,0,0,0,0,0,0,0,0
2723.1557,0,0,0,0,0,0,0,0
2721.22712,0,0,0,0,0,0,0,0
2719.29854,0,0,0,0,0,0,0,0
2717.36996,0,0,0,0,0,0,0,0
2715.44138,0,0,0,0,0,0,0,0
2713.5128,0,0,0,0,0,0,0,0
2711.58422,0,0,0,0,0,0,0,0
2709.65564,0,0,0,0,0,0,0,0
2707.72706,0,0,0,0,0,0,0,0
2705.79848,0,0,0,0,0,0,0,0
2703.8699,0,0,0,0,0,0,0,0
2701.94132,0,0,0,0,0,0,0,0
2700.01274,0,0,0,0,0,0,0,0
2698.08416,0,0,0,0,0,0,0,0
2696.15558,0,0,0,0,0,0,0,0
2694.22699,0,0,0,0,0,0,0,0
2692.29841,0,0,0,0,0,0,0,0
2690.36983,0,0,0,0,0,0,0,0
2688.44125,0,0,0,0,0,0,0,0
2686.51267,0,0,0,0,0,0,0,0
2684.58409,0,0,0,0,0,0,0,0
2682.65551,0,0,0,0,0,0,0,0
2680.72693,0,0,0,0,0,0,0,0
2678.79835,0,0,0,0,0,0,0,0
2676.86977,0,0,0,0,0,0,0,0
2674.94119,0,0,0,0,0,0,0,0
2673.01261,0,0,0,0,0,0,0,0
2671.08403,0,0,0,0,0,0,0,0
2669.15545,0,0,0,0,0,0,0,0
2667.22687,0,0,0,0,0,0,0,0
2665.29829,0,0,0,0,0,0,0,0
2663.36971,0,0,0,0,0,0,0,0
2661.44113,0,0,0,0,0,0,0,0
2659.51255,0,0,0,0,0,0,0,0
2657.58396,0,0,0,0,0,0,0,0
2655.65538,0,0,0,0,0,0,0,0
2653.7268,0,0,0,0,0,0,0,0
2651.79822,0,0,0,0,0,0,0,0
2649.86964,0,0,0,0,0,0,0,0
2647.94106,0,0,0,0,0,0,0,0
2646.01248,0,0,0,0,0,0,0,0
2644.0839,0,0,0,0,0,0,0,0
2642.15532,0,0,0,0,0,0,0,0
2640.22674,0,0,0,0,0,0,0,0
2638.29816,0,0,0,0,0,0,0,0
2636.36958,0,0,0,0,0,0,0,0
2634.441,0,0,0,0,0,0,0,0
2632.51242,0,0,0,0,0,0,0,0
2630.58384,0,0,0,0,0,0,0,0
2628.65526,0,0,0,0,0,0,0,0
2626.72668,0,0,0,0,0,0,0,0
2624.7981,0,0,0,0,0,0,0,0
2622.86952,0,0,0,0,0,0,0,0
2620.94093,0,0,0,0,0,0,0,0
2619.01235,0,0,0,0,0,0,0,0
2617.08377,0,0,0,0,0,0,0,0
2615.15519,0,0,0,0,0,0,0,0
2613.22661,0,0,0,0,0,0,0,0
2611.29803,0,0,0,0,0,0,0,0
2609.36945,0,0,0,0,0,0,0,0
2607.44087,0,0,0,0,0,0,0,0
2605.51229,0,0,0,0,0,0,0,0
2603.58371,0,0,0,0,0,0,0,0
2601.65513,0,0,0,0,0,0,0,0
2599.72655,0,0,0,0,0,0,0,0
2597.79797,0,0,0,0,0,0,0,0
2595.86939,0,0,0,0,0,0,0,0
2593.94081,0,0,0,0,0,0,0,0
2592.01223,0,0,0,0,0,0,0,0
2590.08365,0,0,0,0,0,0,0,0
2588.15507,0,0,0,0,0,0,0,0
2586.22649,0,0,0,0,0,0,0,0
2584.2979,0,0,0,0,0,0,0,0
2582.36932,0,0,0,0,0,0,0,0
2580.44074,0,0,0,0,0,0,0,0
2578.51216,0,0,0,0,0,0,0,0
2576.58358,0,0,0,0,1,0,0,0
2574.655,0,0,0,0,0,0,0,0
2572.72642,0,0,0,0,0,0,0,0
2570.79784,0,0,0,0,0,0,0,0
2568.86926,0,0,0,0,0,0,0,0
2566.94068,0,0,0,0,0,0,0,0
2565.0121,0,0,0,0,0,0,0,0
2563.08352,0,0,0,0,0,0,0,0
2561.15494,0,0,0,0,0,0,0,0
2559.22636,0,0,0,0,0,0,0,0
2557.29778,0,0,0,0,0,0,0,0
2555.3692,0,0,0,0,0,0,0,0
2553.44062,0,0,0,0,0,0,0,0
2551.51204,0,0,0,0,0,0,0,0
2549.58346,0,0,0,0,0,0,0,0
2547.65487,0,0,0,0,0,0,0,0
2545.72629,0,0,0,0,0,0,0,0
2543.79771,0,0,0,0,0,0,0,0
2541.86913,0,0,0,0,0,0,0,0
2539.94055,0,0,0,0,0,0,0,0
2538.01197,0,0,0,0,0,1,0,0
2536.08339,0,0,0,0,0,0,0,0
2534.15481,0,0,0,0,0,0,0,0
2532.22623,0,0,0,0,0,0,0,0
2530.29765,0,0,0,0,0,0,0,0
2528.36907,0,0,0,0,0,0,0,0
2526.44049,0,0,0,0,0,0,0,0
2524.51191,0,0,0,0,0,0,0,0
2522.58333,0,0,0,0,0,0,0,0
2520.65475,0,0,0,0,0,0,0,0
2518.72617,0,0,0,0,0,0,0,0
2516.79759,0,0,0,0,0,0,0,0
2514.86901,0,0,0,0,0,0,0,0
2512.94043,0,0,0,0,0,0,0,0
2511.01184,0,0,0,0,0,0,0,0
2509.08326,0,0,0,0,0,0,0,0
2507.15468,0,0,0,0,0,0,0,0
2505.2261,0,0,0,0,0,0,0,0
2503.29752,0,0,0,0,0,0,0,0
2501.36894,0,0,0,0,0,0,0,0
2499.44036,0,0,0,0,0,0,0,0
2497.51178,0,0,0,0,0,0,0,0
2495.5832,0,0,0,0,0,0,0,0
2493.65462,0,0,0,0,0,0,0,0
2491.72604,0,0,0,0,0,0,0,0
2489.79746,0,0,0,0,0,0,0,0
2487.86888,0,0,0,0,0,0,0,0
2485.9403,0,0,0,0,0,0,0,0
2484.01172,0,0,0,0,0,0,0,0
2482.08314,0,0,0,0,0,0,0,0
2480.15456,0,0,0,0,0,0,0,0
2478.22598,0,0,0,0,0,0,0,0
2476.2974,0,0,0,0,0,0,0,0
2474.36881,0,0,0,0,0,0,0,0
2472.44023,0,0,0,0,0,0,0,0
2470.51165,0,0,0,0,0,0,0,0
2468.58307,0,0,0,0,0,0,0,0
2466.65449,0,0,0,0,0,0,0,0
2464.72591,0,0,0,0,0,0,0,0
2462.79733,0,0,0,0,0,0,0,0
2460.86875,0,0,0,0,0,0,0,0
2458.94017,0,0,0,0,0,0,0,0
2457.01159,0,0,0,0,0,0,0,0
2455.08301,0,0,0,0,0,0,0,0
2453.15443,0,0,0,0,0,0,0,0
2451.22585,0,0,0,0,0,0,0,0
2449.29727,0,0,0,0,0,0,0,0
2447.36869,0,0,0,0,0,0,0,0
2445.44011,0,0,0,0,0,0,0,0
2443.51153,0,0,0,0,0,0,0,0
2441.58295,0,0,0,0,0,0,0,0
2439.65437,0,0,0,0,0,0,0,0
2437.72578,0,0,0,0,0,0,0,0
2435.7972,0,0,0,0,0,0,0,0
2433.86862,0,0,0,0,0,0,0,0
2431.94004,0,0,0,0,0,0,0,0
2430.01146,0,0,0,0,0,0,0,0
2428.08288,0,0,0,0,0,0,0,0
2426.1543,0,0,0,0,0,0,0,0
2424.22572,0,0,0,0,0,0,0,0
2422.29714,0,0,0,0,0,0,0,0
2420.36856,0,0,0,0,0,0,0,0
2418.43998,0,0,0,0,0,0,0,0
2416.5114,0,0,0,0,0,0,0,0
2414.58282,0,0,0,0,0,0,0,0
2412.65424,0,0,0,0,0,0,0,0
2410.72566,0,0,0,0,0,0,0,0
2408.79708,0,0,0,0,0,0,0,0
2406.8685,0,0,0,0,0,0,0,0
2404.93992,0,0,0,0,0,0,0,0
2403.01134,0,0,0,0,0,0,0,0
2401.08275,0,0,0,0,0,0,0,0
2399.15417,0,0,0,0,0,0,0,0
2397.22559,0,0,0,0,0,0,0,0
2395.29701,0,0,0,0,0,0,0,0
2393.36843,0,0,0,0,0,0,0,0
2391.43985,0,0,0,0,0,0,0,0
2389.51127,0,0,0,0,0,0,0,0
2387.58269,0,0,0,0,0,0,0,0
2385.65411,0,0,0,0,0,0,0,0
2383.72553,0,0,0,0,0,0,0,0
2381.79695,0,0,0,0,0,0,0,0
2379.86837,0,0,0,0,0,0,0,0
2377.93979,0,0,0,0,0,0,0,0
2376.01121,0,0,0,0,0,0,0,0
2374.08263,0,0,0,0,0,0,0,0
2372.15405,0,0,0,0,0,0,0,0
2370.22547,0,0,0,0,0,0,0,0
2368.29689,0,0,0,0,1,1,0,0
2366.36831,0,0,0,0,0,0,0,0
2364.43972,0,0,0,0,0,0,1,0
2362.51114,0,0,0,0,0,0,0,0
2360.58256,1,0,0,0,0,0,0,0
2358.65398,0,0,0,0,0,0,0,0
2356.7254,0,1,1,1,0,0,0,1
2354.79682,0,0,0,0,0,0,0,0
2352.86824,0,0,0,0,0,0,0,0
2350.93966,0,0,0,0,0,0,0,0
2349.01108,0,0,0,0,0,0,0,0
2347.0825,0,0,0,0,0,0,0,0
2345.15392,0,0,0,0,0,0,0,0
2343.22534,0,0,0,0,0,0,0,0
2341.29676,0,0,0,0,0,0,0,0
2339.36818,0,0,0,0,0,0,0,0
2337.4396,0,0,0,0,0,0,0,0
2335.51102,0,0,0,0,0,0,0,0
2333.58244,0,0,0,0,0,0,0,0
2331.65386,0,0,0,0,0,0,0,0
2329.72528,0,0,0,0,0,0,0,0
2327.79669,0,0,0,0,0,0,0,0
2325.86811,0,0,0,0,0,0,0,0
2323.93953,0,0,0,0,0,0,0,0
2322.01095,0,0,0,0,0,0,0,0
2320.08237,0,0,0,0,0,0,0,0
2318.15379,0,0,0,0,0,0,0,0
2316.22521,0,0,0,0,0,0,0,0
2314.29663,0,0,0,0,0,0,0,0
2312.36805,0,0,0,0,0,0,0,0
2310.43947,0,0,0,0,0,0,0,0
2308.51089,0,0,0,0,0,0,0,0
2306.58231,0,0,0,0,0,0,0,0
2304.65373,0,0,0,0,0,0,0,0
2302.72515,0,0,0,0,0,0,0,0
2300.79657,0,0,0,0,0,0,0,0
2298.86799,0,0,0,0,0,0,0,0
2296.93941,0,0,0,0,0,0,0,0
2295.01083,0,0,0,0,0,0,0,0
2293.08225,0,0,0,0,0,0,0,0
2291.15366,0,0,0,0,0,0,0,0
2289.22508,0,0,0,0,0,0,0,0
2287.2965,0,0,0,0,0,0,0,0
2285.36792,0,0,0,0,0,0,0,0
2283.43934,0,0,0,0,0,0,0,0
2281.51076,0,0,0,0,0,0,0,0
2279.58218,0,0,0,0,0,0,0,0
2277.6536,0,0,0,0,0,0,0,0
2275.72502,0,0,0,0,0,0,0,0
2273.79644,0,0,0,0,0,0,0,0
2271.86786,0,0,0,0,0,0,0,0
2269.93928,0,0,0,0,0,0,0,0
2268.0107,0,0,0,0,0,0,0,0
2266.08212,0,0,0,0,0,0,0,0
2264.15354,0,0,0,0,0,0,0,0
2262.22496,0,0,0,0,0,0,0,0
2260.29638,0,0,0,0,0,0,0,0
2258.3678,0,0,0,0,0,0,0,0
2256.43922,0,0,0,0,0,0,0,0
2254.51063,0,0,0,0,0,0,0,0
2252.58205,0,0,0,0,0,0,0,0
2250.65347,0,0,0,0,0,0,0,0
2248.72489,0,0,0,0,0,0,0,0
2246.79631,0,0,0,0,0,0,0,0
2244.86773,0,0,0,0,0,0,0,0
2242.93915,0,0,0,0,0,0,0,0
2241.01057,0,0,0,0,0,0,0,0
2239.08199,0,0,0,0,0,0,0,0
2237.15341,0,0,0,0,0,0,0,0
2235.22483,0,0,0,0,0,0,0,0
2233.29625,0,0,0,0,0,0,0,0
2231.36767,0,0,0,0,0,0,0,0
2229.43909,0,0,0,0,0,0,0,0
2227.51051,0,0,0,0,0,0,0,0
2225.58193,0,0,0,0,0,0,0,0
2223.65335,0,0,0,0,0,0,0,0
2221.72477,0,0,0,0,0,0,0,0
2219.79619,0,0,0,0,0,0,0,0
2217.8676,0,0,0,0,0,0,0,0
2215.93902,0,0,0,0,0,0,0,0
2214.01044,0,0,0,0,0,0,0,0
2212.08186,0,0,0,0,0,0,0,0
2210.15328,0,0,0,0,0,0,0,0
2208.2247,0,0,0,0,0,0,0,0
2206.29612,0,0,0,0,0,0,0,0
2204.36754,0,0,0,0,0,0,0,0
2202.43896,0,0,0,0,0,0,0,0
2200.51038,0,0,0,0,0,0,0,0
2198.5818,0,0,0,0,0,0,0,0
2196.65322,0,0,0,0,0,0,0,0
2194.72464,0,0,0,0,0,0,0,0
2192.79606,0,0,0,0,0,0,0,0
2190.86748,0,0,0,0,0,0,0,0
2188.9389,0,0,0,0,0,0,0,0
2187.01032,0,0,0,0,0,0,0,0
2185.08174,0,0,0,0,0,0,0,0
2183.15316,0,0,0,0,0,0,0,0
2181.22457,0,0,0,0,0,0,0,0
2179.29599,0,0,0,0,0,0,0,0
2177.36741,0,0,0,0,0,0,0,0
2175.43883,0,0,0,0,0,0,0,0
2173.51025,0,0,0,0,0,0,0,0
2171.58167,0,0,0,0,0,0,0,0
2169.65309,0,0,0,0,0,0,0,0
2167.72451,0,0,0,0,0,0,0,0
2165.79593,0,0,0,0,0,0,0,0
2163.86735,0,0,0,0,0,0,0,0
2161.93877,0,0,0,0,0,0,0,0
2160.01019,0,0,0,0,0,0,0,0
2158.08161,0,0,0,0,0,0,0,0
2156.15303,0,0,0,0,0,0,0,0
2154.22445,0,0,0,0,0,0,0,0
2152.29587,0,1,0,0,0,0,0,0
2150.36729,0,0,0,0,0,0,0,0
2148.43871,1,0,0,0,0,0,0,0
2146.51013,0,0,0,0,0,0,0,0
2144.58154,0,0,0,0,0,0,0,0
2142.65296,0,0,0,0,0,0,0,0
2140.72438,0,0,0,0,0,0,0,0
2138.7958,0,0,0,0,0,0,0,0
2136.86722,0,0,0,0,0,0,0,0
2134.93864,0,0,0,0,0,0,0,0
2133.01006,0,0,0,0,0,0,0,0
2131.08148,0,0,0,0,0,0,0,0
2129.1529,0,0,0,0,0,0,0,0
2127.22432,0,0,0,0,0,0,0,0
2125.29574,0,0,0,0,0,0,0,0
2123.36716,0,0,0,0,0,0,0,0
2121.43858,0,0,0,0,0,0,0,0
2119.51,0,0,0,0,0,0,0,0
2117.58142,0,0,0,0,0,0,0,0
2115.65284,0,0,0,0,0,0,0,0
2113.72426,0,0,0,0,0,0,0,0
2111.79568,0,0,0,0,0,0,0,0
2109.8671,0,0,0,0,0,0,0,0
2107.93851,0,0,0,0,0,0,0,0
2106.00993,0,0,0,0,0,0,0,0
2104.08135,0,0,0,0,0,0,0,0
2102.15277,0,0,0,0,0,0,0,0
2100.22419,0,0,0,0,0,0,0,0
2098.29561,0,0,0,0,0,0,0,0
2096.36703,0,0,0,0,0,0,0,0
2094.43845,0,0,0,0,0,0,0,0
2092.50987,0,0,0,0,0,0,0,0
2090.58129,0,0,0,0,0,0,0,0
2088.65271,0,0,0,0,0,0,0,0
2086.72413,0,0,0,0,0,0,0,0
2084.79555,0,0,0,0,0,0,0,0
2082.86697,0,0,0,0,0,0,0,0
2080.93839,0,0,0,0,0,0,0,0
2079.00981,0,0,0,0,0,0,0,0
2077.08123,0,0,0,0,0,0,0,0
2075.15265,0,0,0,0,0,0,0,0
2073.22407,0,0,0,0,0,0,0,0
2071.29548,0,0,0,0,0,0,0,0
2069.3669,0,0,0,0,0,0,0,0
2067.43832,0,0,0,0,0,0,0,0
2065.50974,0,0,0,0,0,0,0,0
