,Zn,Cu,Li,Fe,Ni,NH4,SO4,NO3
4439.59237,0.05531,0.06204,0.02463,0.20032,0.05402,0.00246,0.06217,0.24414
4437.66379,0.06097,0.06461,0.02796,0.19678,0.05229,0.00439,0.06133,0.24568
4435.73521,0.06824,0.06648,0.03407,0.19304,0.05021,0.00695,0.06045,0.24725
4433.80663,0.07325,0.06505,0.03756,0.18958,0.0515,0.00615,0.06131,0.24596
4431.87805,0.07083,0.06085,0.03954,0.18847,0.05271,0.00317,0.06144,0.2408
4429.94947,0.05762,0.05451,0.04059,0.19441,0.04671,0.00115,0.05421,0.23408
4428.02089,0.05001,0.06004,0.03411,0.19723,0.04366,0.0009,0.05243,0.23628
4426.09231,0.0474,0.06906,0.03473,0.1992,0.04856,0.00141,0.05729,0.24145
4424.16373,0.04615,0.07459,0.03977,0.19916,0.04974,0.00089,0.05763,0.24271
4422.23515,0.04702,0.07186,0.04178,0.19621,0.04564,0.0003,0.05317,0.2387
4420.30657,0.05403,0.06983,0.03969,0.19406,0.04841,0.00181,0.05664,0.24042
4418.37798,0.06155,0.06639,0.03722,0.19545,0.05146,0.00268,0.06005,0.24467
4416.4494,0.0645,0.06514,0.03708,0.19811,0.05582,0.0029,0.06503,0.24845
4414.52082,0.06792,0.06799,0.03441,0.19337,0.05784,0.00484,0.06869,0.24918
4412.59224,0.07191,0.06444,0.03241,0.19129,0.05335,0.00874,0.06551,0.24789
4410.66366,0.07569,0.05735,0.02838,0.1926,0.04928,0.01086,0.06175,0.24741
4408.73508,0.07322,0.05401,0.02485,0.19687,0.04765,0.01006,0.05916,0.24768
4406.8065,0.067,0.0563,0.02689,0.20187,0.04948,0.00682,0.05913,0.2488
4404.87792,0.06171,0.05919,0.03417,0.20472,0.04787,0.00196,0.05579,0.24868
4402.94934,0.06044,0.06043,0.03852,0.2076,0.04757,0.00145,0.0541,0.25042
4401.02076,0.06155,0.05856,0.03946,0.20411,0.04557,0.00108,0.05276,0.24719
4399.09218,0.06283,0.05533,0.0369,0.20288,0.04484,0.00041,0.05312,0.24573
4397.1636,0.06439,0.05448,0.03189,0.20056,0.04763,0.0028,0.05731,0.24528
4395.23502,0.06728,0.06063,0.0274,0.19179,0.04893,0.00795,0.06029,0.24362
4393.30644,0.06403,0.0625,0.02924,0.18659,0.04655,0.00605,0.05655,0.23755
4391.37786,0.06485,0.06126,0.02986,0.18851,0.04771,0.00686,0.05685,0.23812
4389.44928,0.06927,0.05802,0.03577,0.19277,0.04363,0.00732,0.053,0.24169
4387.5207,0.07744,0.05873,0.04388,0.19051,0.0393,0.00877,0.05027,0.24464
4385.59212,0.07758,0.0591,0.05143,0.19465,0.03503,0.00834,0.04618,0.24753
4383.66354,0.06944,0.05654,0.05175,0.20152,0.03489,0.00482,0.04506,0.24709
4381.73495,0.06544,0.05615,0.04705,0.21004,0.03952,0.00311,0.04944,0.25273
4379.80637,0.06776,0.05518,0.0441,0.21513,0.04417,0.00451,0.05441,0.25829
4377.87779,0.06863,0.05656,0.04748,0.21616,0.04189,0.00543,0.05196,0.25964
4375.94921,0.06583,0.0579,0.05164,0.21269,0.03997,0.00365,0.04957,0.25521
4374.02063,0.06986,0.0575,0.04784,0.2026,0.0397,0.00284,0.0491,0.2495
4372.09205,0.07708,0.052,0.04506,0.19424,0.04244,0.00257,0.05187,0.24413
4370.16347,0.08174,0.05017,0.0425,0.19352,0.0466,0.00494,0.05697,0.24574
4368.23489,0.07646,0.05191,0.03971,0.20063,0.04521,0.00763,0.05656,0.24992
4366.30631,0.06707,0.05742,0.04021,0.2062,0.03951,0.00993,0.0513,0.25166
4364.37773,0.06281,0.06536,0.04621,0.20427,0.03794,0.01126,0.04995,0.25089
4362.44915,0.06209,0.07155,0.04974,0.19784,0.03761,0.01029,0.0491,0.24794
4360.52057,0.06205,0.07129,0.04784,0.19823,0.03867,0.00815,0.04958,0.2486
4358.59199,0.0637,0.07125,0.04017,0.1993,0.04054,0.00977,0.05255,0.252
4356.66341,0.06194,0.07187,0.03641,0.2042,0.04295,0.01144,0.05545,0.25595
4354.73483,0.05508,0.07191,0.03842,0.20758,0.04232,0.0078,0.05377,0.25456
4352.80625,0.05238,0.07363,0.04265,0.20694,0.04194,0.00752,0.05346,0.25282
4350.87767,0.05537,0.07167,0.04358,0.20505,0.04021,0.00821,0.05194,0.2517
4348.94909,0.05908,0.06828,0.03934,0.20407,0.03903,0.01134,0.05237,0.25203
4347.02051,0.06117,0.07027,0.03832,0.20479,0.03757,0.01529,0.05266,0.25535
4345.09192,0.06455,0.07582,0.0425,0.20534,0.03554,0.01691,0.05129,0.26056
4343.16334,0.06529,0.07605,0.0464,0.20744,0.03857,0.01401,0.05336,0.26251
4341.23476,0.07083,0.07761,0.04429,0.21034,0.04405,0.01567,0.05936,0.26964
4339.30618,0.07549,0.08084,0.04464,0.20945,0.04559,0.01759,0.06145,0.27349
4337.3776,0.07633,0.08183,0.04804,0.20318,0.0422,0.01588,0.05742,0.2687
4335.44902,0.07528,0.07031,0.05354,0.20143,0.03442,0.01077,0.04761,0.25888
4333.52044,0.0774,0.05838,0.05334,0.20297,0.03447,0.00634,0.04542,0.25423
4331.59186,0.07695,0.05591,0.04716,0.20622,0.03596,0.00922,0.04755,0.2559
4329.66328,0.07476,0.05902,0.03951,0.20983,0.03627,0.01556,0.05086,0.26093
4327.7347,0.07005,0.05694,0.03721,0.21346,0.03442,0.01802,0.05003,0.26024
4325.80612,0.06992,0.05535,0.03573,0.21137,0.03189,0.0162,0.04653,0.25749
4323.87754,0.07001,0.05431,0.04097,0.20934,0.03015,0.01275,0.04344,0.2544
4321.94896,0.06879,0.06104,0.04887,0.2076,0.0259,0.01207,0.03961,0.25533
4320.02038,0.06717,0.06871,0.05174,0.20712,0.02617,0.01368,0.04093,0.25824
4318.0918,0.07358,0.07092,0.04906,0.2043,0.02965,0.01641,0.0459,0.2618
4316.16322,0.07989,0.06958,0.04766,0.20479,0.03388,0.01677,0.04997,0.2654
4314.23464,0.07658,0.07302,0.04714,0.20509,0.0358,0.0142,0.05099,0.26582
4312.30606,0.06301,0.07692,0.04446,0.20965,0.03516,0.01235,0.04965,0.26403
4310.37748,0.05573,0.07525,0.03633,0.21084,0.03221,0.01223,0.04661,0.26073
4308.44889,0.05786,0.07193,0.03341,0.20883,0.02934,0.01463,0.04424,0.2585
4306.52031,0.06175,0.07049,0.03858,0.20549,0.03031,0.01262,0.04394,0.25612
4304.59173,0.06222,0.07147,0.04672,0.20498,0.02942,0.01118,0.04235,0.25522
4302.66315,0.0657,0.07184,0.04691,0.19911,0.02953,0.01101,0.04246,0.25259
4300.73457,0.07021,0.06913,0.04392,0.2002,0.02702,0.01558,0.04158,0.25503
4298.80599,0.07776,0.06462,0.03869,0.2054,0.02845,0.01935,0.04438,0.26224
4296.87741,0.07911,0.06184,0.04292,0.21183,0.02744,0.01973,0.04331,0.26615
4294.94883,0.07782,0.06307,0.04836,0.21172,0.02465,0.01655,0.03961,0.26537
4293.02025,0.07503,0.06593,0.04996,0.20689,0.02011,0.01622,0.03579,0.26146
4291.09167,0.07427,0.07041,0.04824,0.20451,0.01834,0.01812,0.03508,0.26202
4289.16309,0.07738,0.07208,0.04656,0.2079,0.01987,0.0201,0.03714,0.26795
4287.23451,0.08289,0.06942,0.04442,0.21014,0.02275,0.02261,0.0407,0.27186
4285.30593,0.08246,0.0675,0.04005,0.20858,0.02466,0.02351,0.04299,0.26982
4283.37735,0.07614,0.06773,0.03608,0.20655,0.0252,0.02183,0.04274,0.26483
4281.44877,0.07207,0.07122,0.03562,0.20438,0.0228,0.02121,0.04016,0.26259
4279.52019,0.07014,0.07577,0.04164,0.20798,0.02151,0.02076,0.03881,0.2663
4277.59161,0.07234,0.07752,0.04639,0.20956,0.02096,0.02195,0.03866,0.26927
4275.66303,0.07363,0.07415,0.0486,0.21053,0.02131,0.0223,0.03895,0.26844
4273.73445,0.07503,0.07224,0.04706,0.21386,0.02111,0.02385,0.03928,0.27123
4271.80586,0.07791,0.06874,0.04948,0.21685,0.01656,0.02514,0.03574,0.27342
4269.87728,0.08286,0.06773,0.05375,0.21606,0.01324,0.02422,0.03246,0.27481
4267.9487,0.08291,0.07003,0.05586,0.21384,0.01339,0.02454,0.03276,0.27398
4266.02012,0.08199,0.06939,0.05237,0.21108,0.01324,0.02535,0.03316,0.27135
4264.09154,0.07842,0.06588,0.04801,0.21253,0.01168,0.02619,0.03195,0.26897
4262.16296,0.07436,0.06577,0.05001,0.2149,0.0108,0.02345,0.02975,0.26797
4260.23438,0.07196,0.071,0.0598,0.21816,0.00932,0.02158,0.02739,0.27074
4258.3058,0.07636,0.07759,0.06261,0.21484,0.0109,0.02165,0.02888,0.27403
4256.37722,0.07891,0.07015,0.05841,0.21398,0.01025,0.02054,0.02829,0.27147
4254.44864,0.08498,0.06169,0.05014,0.21425,0.00878,0.02222,0.02751,0.27177
4252.52006,0.08874,0.06255,0.04668,0.21327,0.01016,0.02567,0.03051,0.27445
4250.59148,0.0897,0.06882,0.05135,0.21867,0.01446,0.02713,0.03542,0.28271
4248.6629,0.09173,0.07106,0.05287,0.21742,0.01451,0.02713,0.03554,0.28402
4246.73432,0.09206,0.07222,0.04847,0.21318,0.01556,0.02821,0.03683,0.28183
4244.80574,0.09252,0.07454,0.04784,0.20986,0.0107,0.03127,0.03321,0.28071
4242.87716,0.09533,0.07655,0.05172,0.21105,0.00993,0.03103,0.03269,0.28427
4240.94858,0.09354,0.07637,0.05229,0.21394,0.00698,0.03289,0.03099,0.28574
4239.02,0.08708,0.07196,0.04853,0.21713,0.00616,0.03384,0.03042,0.28235
4237.09142,0.08509,0.06847,0.047,0.21692,0.00423,0.03242,0.02774,0.27898
4235.16283,0.08905,0.07159,0.04847,0.21413,0.00513,0.03106,0.02751,0.28029
4233.23425,0.08832,0.07372,0.04948,0.21431,0.0061,0.02963,0.02808,0.28123
4231.30567,0.08995,0.07748,0.04486,0.21257,0.00809,0.03234,0.03173,0.28406
4229.37709,0.08957,0.08371,0.04729,0.21477,0.00843,0.03598,0.0336,0.28904
4227.44851,0.08998,0.08733,0.05617,0.21694,0.00641,0.03548,0.03138,0.29191
4225.51993,0.09233,0.07997,0.06134,0.21925,0.00028,0.03248,0.02412,0.29024
4223.59135,0.09366,0.06862,0.06318,0.2227,0.00126,0.02875,0.02123,0.28713
4221.66277,0.09648,0.06763,0.0677,0.22419,0.00069,0.02785,0.0225,0.28871
4219.73419,0.1011,0.07291,0.07186,0.22328,0.00152,0.03113,0.0244,0.2931
4217.80561,0.10325,0.07522,0.07226,0.2184,0.00013,0.03195,0.02368,0.29176
4215.87703,0.10047,0.07476,0.06821,0.21721,0.00083,0.03164,0.02408,0.28925
4213.94845,0.09472,0.07145,0.06179,0.21826,0.00145,0.03164,0.02424,0.28532
4212.01987,0.0911,0.07061,0.05503,0.22279,0.00058,0.03579,0.02481,0.28732
4210.09129,0.09574,0.0737,0.05217,0.22655,0.00251,0.03948,0.02857,0.29595
4208.16271,0.10641,0.07846,0.05585,0.22533,0.00677,0.04262,0.03399,0.30372
4206.23413,0.11354,0.0837,0.06332,0.22448,0.01096,0.04183,0.03738,0.30909
4204.30555,0.10714,0.08767,0.06639,0.22418,0.00742,0.04195,0.03395,0.30673
4202.37697,0.09709,0.08721,0.05924,0.22494,0.00415,0.0418,0.03088,0.3021
4200.44839,0.09321,0.08403,0.05134,0.22253,0.00375,0.04055,0.03016,0.29708
4198.5198,0.09585,0.07987,0.05404,0.22314,0.00357,0.03828,0.02916,0.29645
4196.59122,0.10776,0.08188,0.0588,0.2237,0.00395,0.04138,0.03097,0.30491
4194.66264,0.11716,0.08244,0.05882,0.2242,0.00496,0.0435,0.03335,0.31186
4192.73406,0.11242,0.07902,0.05633,0.22448,0.00048,0.04232,0.02851,0.30756
4190.80548,0.10193,0.07516,0.05658,0.22634,0.00438,0.03968,0.02258,0.30028
4188.8769,0.10004,0.07211,0.05728,0.22779,0.00663,0.03972,0.02011,0.29827
4186.94832,0.10389,0.07104,0.05933,0.23324,0.00319,0.04002,0.02381,0.30451
4185.01974,0.10793,0.07445,0.06252,0.23342,0.00082,0.03899,0.0257,0.30867
4183.09116,0.10926,0.08105,0.06794,0.23078,0.00137,0.03594,0.02643,0.31017
4181.16258,0.11091,0.08518,0.07201,0.22693,0.00095,0.03421,0.02529,0.30968
4179.234,0.11774,0.08878,0.0727,0.22526,0.00527,0.03665,0.03027,0.31434
4177.30542,0.12575,0.08943,0.06944,0.22301,0.00643,0.04037,0.03278,0.31818
4175.37684,0.12605,0.08619,0.06473,0.2226,0.00736,0.0423,0.03496,0.31715
4173.44826,0.1177,0.08604,0.06083,0.22543,0.00446,0.04235,0.03236,0.31505
4171.51968,0.10794,0.08948,0.05817,0.23068,0.00439,0.04328,0.03269,0.31593
4169.5911,0.10229,0.08928,0.05451,0.23159,0.00698,0.0427,0.03517,0.31374
4167.66252,0.10524,0.08608,0.05097,0.22838,0.00722,0.04282,0.03537,0.31142
4165.73394,0.11101,0.08687,0.05389,0.22829,0.00644,0.04477,0.03519,0.31482
4163.80536,0.11226,0.08514,0.0641,0.23705,0.00615,0.04587,0.03525,0.32045
4161.87677,0.11588,0.08279,0.07118,0.24556,0.00529,0.04751,0.03504,0.32751
4159.94819,0.12181,0.08061,0.06964,0.24562,0.00623,0.04881,0.03664,0.33029
4158.01961,0.12052,0.08078,0.06669,0.24459,0.00545,0.04766,0.03592,0.32951
4156.09103,0.11727,0.08142,0.06188,0.24217,0.00629,0.04645,0.03633,0.32657
4154.16245,0.11908,0.08148,0.05937,0.23923,0.00566,0.0451,0.03487,0.32542
4152.23387,0.12342,0.08376,0.05888,0.23478,0.00478,0.04433,0.0336,0.32566
4150.30529,0.12054,0.0861,0.06349,0.2372,0.00739,0.04128,0.03498,0.32664
4148.37671,0.12118,0.09078,0.06175,0.23485,0.01192,0.04346,0.04037,0.32807
4146.44813,0.12081,0.09219,0.06146,0.23544,0.01506,0.04449,0.04386,0.32919
4144.51955,0.12133,0.09355,0.06073,0.23667,0.0177,0.0444,0.04669,0.33166
4142.59097,0.1251,0.09704,0.05436,0.23812,0.02037,0.04728,0.05077,0.33846
4140.66239,0.12543,0.09631,0.0513,0.24013,0.01841,0.0498,0.04995,0.3405
4138.73381,0.12199,0.09623,0.05707,0.24551,0.01135,0.04912,0.04284,0.34213
4136.80523,0.11854,0.09928,0.06615,0.25132,0.00818,0.04867,0.03937,0.34528
4134.87665,0.11737,0.10129,0.07051,0.25378,0.00852,0.04771,0.03928,0.34714
4132.94807,0.11528,0.09796,0.06618,0.25435,0.00902,0.0484,0.03967,0.34478
4131.01949,0.11448,0.09223,0.05862,0.25421,0.01075,0.04806,0.04112,0.34186
4129.09091,0.11822,0.08821,0.05521,0.25275,0.01369,0.04784,0.04384,0.34103
4127.16233,0.12605,0.08907,0.05744,0.25423,0.01719,0.04917,0.0478,0.3473
4125.23374,0.12943,0.08892,0.06186,0.25623,0.01986,0.04876,0.05042,0.35046
4123.30516,0.12761,0.08752,0.07069,0.25987,0.01758,0.0462,0.0472,0.3503
4121.37658,0.12814,0.09192,0.07546,0.26029,0.01657,0.04491,0.04558,0.35279
4119.448,0.12967,0.09432,0.06959,0.25805,0.01535,0.04731,0.04533,0.35415
4117.51942,0.1285,0.09207,0.06512,0.26179,0.01472,0.04969,0.04537,0.35578
4115.59084,0.12724,0.09463,0.06692,0.26206,0.01612,0.05066,0.04723,0.35651
4113.66226,0.12368,0.09758,0.07179,0.26451,0.01641,0.04864,0.0465,0.35725
4111.73368,0.12718,0.0991,0.07006,0.26225,0.01833,0.04788,0.04808,0.35866
4109.8051,0.1347,0.09846,0.07432,0.2659,0.0202,0.0494,0.05099,0.36572
4107.87652,0.14564,0.09743,0.08088,0.2681,0.02217,0.0532,0.05464,0.37289
4105.94794,0.14748,0.09385,0.08355,0.26764,0.01846,0.05335,0.05147,0.37141
4104.01936,0.13531,0.09228,0.08051,0.26955,0.0162,0.04885,0.04752,0.36509
4102.09078,0.12595,0.09542,0.0742,0.26916,0.01693,0.0461,0.04734,0.36189
4100.1622,0.13029,0.10103,0.07057,0.27006,0.02097,0.04998,0.05278,0.36915
4098.23362,0.13466,0.10273,0.07225,0.27354,0.02321,0.05194,0.05558,0.37546
4096.30504,0.13105,0.10191,0.07801,0.27672,0.02083,0.04945,0.05194,0.37439
4094.37646,0.12881,0.10105,0.0815,0.27253,0.01909,0.04593,0.0487,0.3683
4092.44788,0.13002,0.09882,0.08353,0.2692,0.01783,0.04354,0.04682,0.3648
4090.5193,0.13743,0.09897,0.08372,0.26839,0.01928,0.04672,0.0497,0.36886
4088.59071,0.14517,0.09726,0.08352,0.26667,0.02062,0.04996,0.05244,0.37129
4086.66213,0.14819,0.09792,0.08063,0.26574,0.02234,0.05137,0.05456,0.37311
4084.73355,0.14761,0.0992,0.07835,0.2679,0.02309,0.05286,0.056,0.37576
4082.80497,0.14749,0.09697,0.078,0.26658,0.02394,0.05057,0.05602,0.37338
4080.87639,0.14359,0.09444,0.08021,0.26679,0.02277,0.04947,0.0544,0.36928
4078.94781,0.13539,0.09765,0.0787,0.27377,0.02235,0.05108,0.05466,0.37231
4077.01923,0.12898,0.10212,0.07762,0.28206,0.02255,0.05128,0.05511,0.37834
4075.09065,0.13388,0.10445,0.08057,0.28517,0.02481,0.05052,0.05752,0.38528
4073.16207,0.1393,0.10561,0.0818,0.28391,0.0289,0.04949,0.06099,0.38798
4071.23349,0.13471,0.10776,0.07914,0.28082,0.0268,0.05055,0.0591,0.38398
4069.30491,0.12854,0.11026,0.0785,0.27833,0.0224,0.05155,0.05482,0.37937
4067.37633,0.12566,0.11367,0.08339,0.2801,0.01876,0.05232,0.05161,0.3804
4065.44775,0.1265,0.11419,0.08711,0.28282,0.01755,0.05171,0.05067,0.38332
4063.51917,0.13565,0.1133,0.08776,0.28028,0.01935,0.05322,0.05266,0.38595
4061.59059,0.14579,0.11047,0.08757,0.27462,0.02077,0.05362,0.05423,0.38576
4059.66201,0.14469,0.10839,0.08588,0.27548,0.02148,0.05354,0.05503,0.38494
4057.73343,0.13971,0.10676,0.08222,0.28008,0.02243,0.05395,0.05664,0.38572
4055.80485,0.1383,0.10284,0.08386,0.28738,0.02533,0.05366,0.05942,0.38855
4053.87627,0.14298,0.10336,0.0805,0.28689,0.02762,0.05635,0.06297,0.39198
4051.94768,0.14477,0.10864,0.07631,0.28626,0.02957,0.05872,0.06549,0.39609
4050.0191,0.14377,0.11292,0.07932,0.28841,0.02492,0.0597,0.06135,0.39942
4048.09052,0.1514,0.11194,0.08511,0.29104,0.02518,0.06202,0.06249,0.40491
4046.16194,0.17231,0.11017,0.08765,0.28689,0.02702,0.06752,0.06633,0.41279
4044.23336,0.18196,0.10428,0.08862,0.28257,0.02698,0.06683,0.06633,0.41168
4042.30478,0.16836,0.10097,0.08683,0.28496,0.02281,0.06218,0.06015,0.40347
4040.3762,0.14669,0.10625,0.08708,0.29294,0.01949,0.05938,0.05541,0.3997
4038.44762,0.13739,0.11227,0.09132,0.3018,0.01883,0.06056,0.05505,0.40428
4036.51904,0.14195,0.1116,0.09699,0.30698,0.02001,0.06023,0.05633,0.41045
4034.59046,0.15004,0.10979,0.0968,0.30363,0.02224,0.05895,0.05845,0.41186
4032.66188,0.15185,0.10753,0.09248,0.30032,0.02246,0.05941,0.05877,0.40943
4030.7333,0.14984,0.1067,0.08686,0.30009,0.02192,0.06243,0.05939,0.40831
4028.80472,0.15045,0.10912,0.08339,0.2984,0.02326,0.06342,0.06103,0.40915
4026.87614,0.15684,0.10975,0.08552,0.2931,0.02573,0.06252,0.06291,0.4085
4024.94756,0.16275,0.10919,0.08897,0.29054,0.02821,0.06311,0.0654,0.40898
4023.01898,0.1642,0.11184,0.08583,0.28937,0.02693,0.06811,0.06659,0.4112
4021.0904,0.1648,0.11454,0.08178,0.28987,0.0262,0.07022,0.06673,0.41423
4019.16182,0.1676,0.11658,0.08037,0.28921,0.02722,0.07139,0.06827,0.41686
4017.23324,0.16482,0.1187,0.08543,0.29033,0.02387,0.0713,0.06488,0.41653
4015.30465,0.16076,0.11732,0.09253,0.29499,0.02259,0.06926,0.06283,0.41612
4013.37607,0.16025,0.11466,0.09432,0.29766,0.02136,0.06972,0.06193,0.41634
4011.44749,0.16623,0.11672,0.09335,0.29606,0.02356,0.07205,0.06495,0.41997
4009.51891,0.17618,0.12097,0.09434,0.29446,0.02652,0.07539,0.06952,0.42735
4007.59033,0.18098,0.12508,0.09117,0.2971,0.02996,0.0783,0.07414,0.43554
4005.66175,0.16919,0.12321,0.08802,0.30663,0.0271,0.07842,0.07139,0.43577
4003.73317,0.1584,0.1235,0.08669,0.31019,0.02584,0.07646,0.0696,0.43264
4001.80459,0.15622,0.12551,0.08584,0.30836,0.02728,0.07541,0.07088,0.43122
3999.87601,0.16024,0.12408,0.08692,0.30699,0.02709,0.0758,0.07072,0.43145
3997.94743,0.17583,0.11963,0.09094,0.3067,0.02672,0.07994,0.07167,0.43743
3996.01885,0.19635,0.11386,0.09308,0.30234,0.02772,0.0825,0.07342,0.44254
3994.09027,0.20915,0.11054,0.0926,0.29683,0.02688,0.08377,0.07318,0.44396
3992.16169,0.21425,0.11357,0.09363,0.29527,0.03013,0.08422,0.07645,0.44735
3990.23311,0.20928,0.11782,0.09407,0.2992,0.03214,0.08609,0.07945,0.45022
3988.30453,0.18944,0.1203,0.09252,0.30875,0.0285,0.08396,0.07503,0.44779
3986.37595,0.17616,0.12116,0.08925,0.3156,0.02611,0.08354,0.07269,0.44653
3984.44737,0.18409,0.12186,0.08871,0.31271,0.02629,0.08572,0.07384,0.44955
3982.51879,0.19602,0.11947,0.0959,0.30979,0.02894,0.08494,0.07618,0.45197
3980.59021,0.20317,0.12153,0.10084,0.30515,0.02827,0.08562,0.07593,0.45298
3978.66162,0.21257,0.12289,0.10553,0.29927,0.02713,0.08731,0.07539,0.45381
3976.73304,0.24044,0.11827,0.10922,0.29004,0.03039,0.09174,0.08,0.45967
3974.80446,0.26094,0.11005,0.10956,0.28537,0.03532,0.09351,0.08539,0.4634
3972.87588,0.25756,0.11053,0.10419,0.29002,0.03659,0.09413,0.08699,0.46645
3970.9473,0.24464,0.11588,0.1032,0.29996,0.03599,0.09361,0.0863,0.47032
3969.01872,0.23085,0.12178,0.10795,0.31001,0.03359,0.09235,0.08336,0.47307
3967.09014,0.21548,0.12422,0.11154,0.31938,0.03081,0.08902,0.07935,0.47248
3965.16156,0.21915,0.11768,0.11149,0.31998,0.02935,0.08856,0.07745,0.47126
3963.23298,0.24792,0.10724,0.10958,0.30347,0.03237,0.09053,0.08139,0.46924
3961.3044,0.26366,0.10425,0.11102,0.29214,0.03331,0.09127,0.08299,0.46758
3959.37582,0.26007,0.11566,0.11182,0.29249,0.03607,0.09419,0.08745,0.47259
3957.44724,0.24893,0.12563,0.11414,0.30094,0.03458,0.09653,0.08703,0.47851
3955.51866,0.24721,0.12938,0.11273,0.30496,0.0333,0.09969,0.08745,0.48356
3953.59008,0.26283,0.12374,0.11407,0.30308,0.03523,0.10179,0.09053,0.48835
3951.6615,0.30202,0.11367,0.11987,0.2837,0.03745,0.10582,0.09367,0.48885
3949.73292,0.33652,0.10551,0.12522,0.25827,0.04098,0.10796,0.097,0.4822
3947.80434,0.33195,0.10726,0.12435,0.2536,0.03796,0.10674,0.09309,0.47623
3945.87576,0.31709,0.11104,0.11954,0.26242,0.03761,0.10704,0.09288,0.47753
3943.94718,0.32024,0.10585,0.12588,0.2662,0.03773,0.10655,0.09282,0.47871
3942.01859,0.30824,0.10894,0.1302,0.27582,0.03357,0.10529,0.0889,0.48111
3940.09001,0.26579,0.12252,0.12065,0.29966,0.02914,0.10261,0.08437,0.48522
3938.16143,0.24052,0.13167,0.10714,0.30978,0.02799,0.10237,0.0833,0.48576
3936.23285,0.25764,0.12875,0.10763,0.30373,0.03199,0.10641,0.08813,0.48893
3934.30427,0.31525,0.1164,0.1145,0.2718,0.03982,0.11293,0.09756,0.48844
3932.37569,0.36407,0.09729,0.12476,0.24227,0.04459,0.11461,0.10244,0.48031
3930.44711,0.36533,0.09311,0.13079,0.24637,0.04436,0.11225,0.10164,0.48146
3928.51853,0.33678,0.10353,0.13057,0.26862,0.04194,0.10982,0.09876,0.48929
3926.58995,0.33859,0.10674,0.12991,0.26356,0.04275,0.10968,0.09906,0.48776
3924.66137,0.36307,0.10064,0.13481,0.24457,0.04509,0.11123,0.10155,0.48207
3922.73279,0.3596,0.10356,0.13403,0.24699,0.0445,0.11243,0.10173,0.48402
3920.80421,0.34499,0.1051,0.13239,0.25466,0.04321,0.11029,0.09965,0.4827
3918.87563,0.35589,0.09864,0.13342,0.2435,0.04342,0.11018,0.0995,0.47574
3916.94705,0.34988,0.09685,0.13375,0.24721,0.04001,0.10918,0.09593,0.47421
3915.01847,0.29661,0.10889,0.1276,0.28407,0.03233,0.10571,0.08786,0.48133
3913.08989,0.23831,0.12396,0.11665,0.32111,0.02608,0.10318,0.08133,0.48782
3911.16131,0.21735,0.13042,0.11062,0.33835,0.02521,0.10314,0.0808,0.49453
3909.23273,0.2489,0.12512,0.11127,0.32637,0.0314,0.1076,0.08854,0.50054
3907.30415,0.34009,0.10196,0.11922,0.26837,0.04421,0.11248,0.1016,0.49164
3905.37556,0.42895,0.07218,0.12795,0.18472,0.05789,0.11307,0.1131,0.45481
3903.44698,0.46093,0.0591,0.13203,0.13789,0.0619,0.11098,0.11488,0.42533
3901.5184,0.45517,0.06551,0.13739,0.14055,0.06004,0.11093,0.1131,0.42704
3899.58982,0.43244,0.08243,0.14018,0.16684,0.05518,0.11345,0.11048,0.44574
3897.66124,0.38885,0.10094,0.13472,0.21298,0.04831,0.11581,0.10637,0.47107
3895.73266,0.36643,0.10513,0.12447,0.2423,0.04732,0.11678,0.10674,0.48694
3893.80408,0.39653,0.09199,0.12625,0.22412,0.05199,0.11641,0.11058,0.48165
3891.8755,0.41849,0.0827,0.13626,0.20214,0.05257,0.11405,0.10944,0.46896
3889.94692,0.38838,0.0909,0.14166,0.22339,0.04508,0.11146,0.10157,0.47282
3888.01834,0.37149,0.09514,0.13957,0.23608,0.0415,0.11129,0.09812,0.47613
3886.08976,0.39771,0.08774,0.13939,0.20448,0.04493,0.11185,0.10095,0.46048
3884.16118,0.41433,0.08025,0.1412,0.18081,0.04646,0.10973,0.10119,0.44557
3882.2326,0.41362,0.07608,0.13992,0.1822,0.04856,0.10872,0.10293,0.4441
3880.30402,0.39123,0.07798,0.13894,0.20636,0.0459,0.10824,0.10087,0.45266
3878.37544,0.35127,0.09156,0.13593,0.24773,0.03836,0.10985,0.09524,0.4725
3876.44686,0.35391,0.0945,0.13637,0.25604,0.03835,0.11145,0.09573,0.48285
3874.51828,0.4015,0.07931,0.14294,0.21083,0.04407,0.10998,0.09951,0.46289
3872.5897,0.4417,0.06237,0.14644,0.16087,0.04936,0.10866,0.10284,0.43364
3870.66112,0.45748,0.05402,0.14737,0.13868,0.05484,0.10821,0.10758,0.41902
3868.73253,0.44713,0.06073,0.14773,0.15096,0.05616,0.10857,0.10934,0.42722
3866.80395,0.44133,0.06772,0.14474,0.16406,0.05685,0.10985,0.11071,0.43954
3864.87537,0.45482,0.06499,0.14049,0.14699,0.05952,0.11156,0.11365,0.43209
3862.94679,0.44365,0.06929,0.14169,0.15488,0.05778,0.11117,0.11222,0.43454
3861.01821,0.40348,0.08175,0.1386,0.19797,0.05256,0.11142,0.10856,0.45523
3859.08963,0.39411,0.08109,0.13137,0.2137,0.0533,0.113,0.11001,0.46367
3857.16105,0.43112,0.06175,0.13119,0.17885,0.05786,0.1134,0.11341,0.44461
